scope,key,where,keep_exactly,en,nl,fr,de,es,it
order-02-low,bar,"Abandoned order 2 LOW value - +24h, 10% off | bar",10%,10% off your basket,10% korting op je mandje,10% de remise sur votre panier,10% Rabatt auf Ihren Warenkorb,10% de descuento en tu cesta,10% di sconto sul tuo carrello
order-02-low,ends,"Abandoned order 2 LOW value - +24h, 10% off | ends",,ends in 72 hours,verloopt over 72 uur,expire dans 72 heures,läuft in 72 Stunden ab,caduca en 72 horas,scade tra 72 ore
order-02-low,h1,"Abandoned order 2 LOW value - +24h, 10% off | main headline",10%,10% off the basket you saved,10% korting op het mandje dat je bewaarde,10% de remise sur le panier que vous avez laissé,10% Rabatt auf den gespeicherten Warenkorb,10% de descuento en la cesta que guardaste,10% di sconto sul carrello che hai salvato
order-02-low,pre,"Abandoned order 2 LOW value - +24h, 10% off | hidden preheader - the inbox snippet",10%,10% off the basket you saved. The code comes off at checkout.,10% korting op het mandje dat je bewaarde. De code gaat er bij het afrekenen af.,10% de remise sur le panier que vous avez laissé. Le code s'applique au paiement.,10% Rabatt auf den gespeicherten Warenkorb. Der Code wird beim Checkout abgezogen.,10% de descuento en la cesta que guardaste. El código se aplica en el pago.,10% di sconto sul carrello che hai salvato. Il codice viene applicato al checkout.
order-02-low,q0b,"Abandoned order 2 LOW value - +24h, 10% off | q0b",,"The number on the page is where the product starts, not a minimum you are stuck with.","Het aantal op de pagina is waar het product begint, niet een minimum waar je aan vastzit.","Le chiffre sur la page est le point de départ du produit, pas un minimum imposé.","Die Zahl auf der Seite ist der Einstieg des Produkts, kein Mindestwert, an den Sie gebunden sind.","El número de la página es donde empieza el producto, no un mínimo al que estés atado.","Il numero sulla pagina è il punto di partenza del prodotto, non un minimo a cui sei vincolato."
order-02-low,q0h,"Abandoned order 2 LOW value - +24h, 10% off | q0h",,"Change the quantity, watch the price move",Pas het aantal aan en zie de prijs bewegen,"Changez la quantité, regardez le prix bouger",Ändern Sie die Menge und sehen Sie den Preis mitgehen,Cambia la cantidad y mira cómo se mueve el precio,Cambia la quantità e guarda il prezzo muoversi
order-02-low,q1b,"Abandoned order 2 LOW value - +24h, 10% off | q1b",,You do not need finished artwork to place it. Order first and upload when you are ready.,Je hebt geen afgerond ontwerp nodig om te bestellen. Bestel eerst en upload wanneer je zover bent.,Vous n'avez pas besoin d'un visuel finalisé pour commander. Commandez d'abord et envoyez le fichier quand vous êtes prêt.,"Sie brauchen keine fertige Datei, um zu bestellen. Bestellen Sie zuerst und laden Sie hoch, wenn Sie so weit sind.",No necesitas el diseño terminado para pedir. Pide primero y sube el archivo cuando estés listo.,Non ti serve un file finito per ordinare. Ordina prima e carica quando sei pronto.
order-02-low,q1h,"Abandoned order 2 LOW value - +24h, 10% off | q1h",,Send your file now or after you order,Stuur je bestand nu of na je bestelling,Envoyez votre fichier maintenant ou après la commande,Schicken Sie Ihre Datei jetzt oder nach der Bestellung,Envía tu archivo ahora o después de pedir,Manda il file ora o dopo l'ordine
order-02-low,q2b,"Abandoned order 2 LOW value - +24h, 10% off | q2b",,"The basket is saved either way, and the code applies at the last step.","Het mandje blijft hoe dan ook bewaard, en de code wordt bij de laatste stap toegepast.","Le panier est enregistré dans tous les cas, et le code s'applique à la dernière étape.","Der Warenkorb bleibt so oder so gespeichert, und der Code greift im letzten Schritt.","La cesta se guarda igualmente, y el código se aplica en el último paso.","Il carrello resta salvato comunque, e il codice si applica all'ultimo passaggio."
order-02-low,saving,"Abandoned order 2 LOW value - +24h, 10% off | saving",,That is at least {amt} off.,Dat is minstens {amt} korting.,Cela fait au moins {amt} de remise.,Das sind mindestens {amt} Rabatt.,Eso son al menos {amt} de descuento.,Sono almeno {amt} di sconto.
order-02-low,sub,"Abandoned order 2 LOW value - +24h, 10% off | line under the headline",,"at checkout and save at least {amt}. Everything is still configured exactly as you left it, and the code runs for 72 hours.","bij het afrekenen en bespaar minstens {amt}. Alles staat nog precies zoals je het achterliet, en de code is 72 uur geldig.","au paiement et économisez au moins {amt}. Tout est encore configuré exactement comme vous l'aviez laissé, et le code est valable 72 heures.","beim Checkout und sparen Sie mindestens {amt}. Alles ist noch genau so konfiguriert, wie Sie es verlassen haben, und der Code gilt 72 Stunden.","en el pago y ahorra al menos {amt}. Todo sigue configurado exactamente como lo dejaste, y el código dura 72 horas.","al checkout e risparmia almeno {amt}. È tutto ancora configurato esattamente come l'hai lasciato, e il codice vale 72 ore."
order-03-high,code_label,"Abandoned order 3 HIGH value - +72h, expert plus 10% | code_label",&rsquo;,JOHN&rsquo;S CODE FOR YOU,JOHNS CODE VOOR JOU,LE CODE DE JOHN POUR VOUS,JOHNS CODE FÜR SIE,EL CÓDIGO DE JOHN PARA TI,IL CODICE DI JOHN PER TE
order-03-high,done_h,"Abandoned order 3 HIGH value - +72h, expert plus 10% | done_h",,And that is us done,En hiermee zijn we klaar,"Et voilà, c'est tout de notre côté",Und damit sind wir durch,Y hasta aquí por nuestra parte,E con questo abbiamo finito
order-03-high,eyebrow,"Abandoned order 3 HIGH value - +72h, expert plus 10% | small green line above the headline",,LAST ONE FROM US,LAATSTE VAN ONS,LE DERNIER DE NOTRE PART,DIE LETZTE VON UNS,EL ÚLTIMO DE NUESTRA PARTE,L'ULTIMA DA PARTE NOSTRA
order-03-high,h1,"Abandoned order 3 HIGH value - +72h, expert plus 10% | main headline",&rsquo;,An order this size is worth ten minutes of someone else&rsquo;s time before you pay for it.,Een order van deze omvang is tien minuten van iemand anders zijn tijd waard voordat je ervoor betaalt.,Une commande de cette taille mérite dix minutes du temps de quelqu'un d'autre avant que vous ne la payiez.,"Ein Auftrag dieser Größe ist zehn Minuten der Zeit eines anderen wert, bevor Sie dafür zahlen.",Un pedido de este tamaño merece diez minutos del tiempo de otra persona antes de que lo pagues.,Un ordine di queste dimensioni vale dieci minuti del tempo di qualcun altro prima che tu lo paghi.
order-03-high,john_offer,"Abandoned order 3 HIGH value - +72h, expert plus 10% | john_offer",10%,"Send it over before you order and I will go through it. And to make the decision a bit easier, here is 10% off from me:","Stuur het door voordat je bestelt, dan neem ik het door. En om de keuze wat makkelijker te maken, hier is 10% korting van mij:","Envoyez-le-moi avant de commander et je le regarde. Et pour faciliter un peu la décision, voici 10% de remise de ma part :","Schicken Sie es mir vor der Bestellung und ich gehe es durch. Und damit die Entscheidung etwas leichter fällt, hier 10% Rabatt von mir:","Mándamelo antes de pedir y lo reviso. Y para que la decisión sea un poco más fácil, aquí tienes un 10% de descuento de mi parte:","Mandamelo prima di ordinare e lo controllo. E per rendere la decisione un po' più facile, ecco il 10% di sconto da parte mia:"
order-03-high,john_quote,"Abandoned order 3 HIGH value - +72h, expert plus 10% | john_quote",,"I have specced print for over twenty years, and on orders around this size there is nearly always one detail worth a second look: a quantity that costs less at the next step up, a finish that will not survive the job, a date that is tighter than it needs to be.","Ik specificeer al ruim twintig jaar drukwerk, en bij orders rond deze omvang is er bijna altijd één detail dat een tweede blik verdient: een aantal dat bij de volgende staffel minder kost, een afwerking die de klus niet overleeft, een datum die krapper is dan nodig.","Je définis des travaux d'impression depuis plus de vingt ans, et sur des commandes de cet ordre il y a presque toujours un détail qui mérite un second regard : une quantité moins chère au palier suivant, une finition qui ne tiendra pas, une date plus serrée que nécessaire.","Ich kalkuliere seit über zwanzig Jahren Druckaufträge, und bei Aufträgen dieser Größenordnung gibt es fast immer ein Detail, das einen zweiten Blick verdient: eine Menge, die eine Staffel höher weniger kostet, eine Veredelung, die den Einsatz nicht übersteht, ein Termin, der enger ist als nötig.","Llevo más de veinte años definiendo trabajos de impresión, y en pedidos de este orden casi siempre hay un detalle que merece una segunda mirada: una cantidad que sale más barata en el siguiente tramo, un acabado que no aguantará el uso, una fecha más ajustada de lo necesario.","Definisco lavori di stampa da più di vent'anni, e su ordini di questo ordine di grandezza c'è quasi sempre un dettaglio che merita una seconda occhiata: una quantità che costa meno allo scaglione successivo, una finitura che non reggerà, una data più stretta del necessario."
order-03-high,last_note,"Abandoned order 3 HIGH value - +72h, expert plus 10% | last_note",,"This is the last email we will send about this basket. It stays saved for whenever the job comes back around, and the offer to look at it with you does not expire.","Dit is de laatste mail die we over dit mandje sturen. Het blijft bewaard voor wanneer de klus terugkomt, en het aanbod om er samen naar te kijken verloopt niet.","C'est le dernier e-mail que nous enverrons à propos de ce panier. Il reste enregistré pour quand le projet reviendra, et la proposition de le regarder avec vous n'expire pas.","Das ist die letzte E-Mail, die wir zu diesem Warenkorb schicken. Er bleibt gespeichert, falls der Auftrag wiederkommt, und das Angebot, ihn mit Ihnen durchzugehen, läuft nicht ab.","Este es el último correo que enviaremos sobre esta cesta. Se queda guardada para cuando el trabajo vuelva, y la oferta de revisarla contigo no caduca.","Questa è l'ultima email che manderemo su questo carrello. Resta salvato per quando il lavoro tornerà, e l'offerta di guardarlo insieme non scade."
order-03-high,letter,"Abandoned order 3 HIGH value - +72h, expert plus 10% | letter",10%,"Send it over before you order and I will go through it. And to make the decision a bit easier, here is 10% off from me:","Stuur het door voordat je bestelt, dan neem ik het door. En om de keuze wat makkelijker te maken, hier is 10% korting van mij:","Envoyez-le-moi avant de commander et je le passerai en revue. Et pour vous faciliter la décision, voici 10% de ma part :","Schicken Sie es mir vor der Bestellung, dann gehe ich es durch. Und damit die Entscheidung leichter fällt, hier sind 10% von mir:","Envíamelo antes de pedir y lo repaso. Y para que la decisión sea más fácil, aquí tienes un 10% de mi parte:","Mandamelo prima di ordinare e lo guardo io. E per rendere la decisione più facile, ecco il 10% da parte mia:"
order-03-high,or_john,"Abandoned order 3 HIGH value - +72h, expert plus 10% | or_john",,or send it to John first,of stuur het eerst naar John,ou envoyez-le d'abord à John,oder schicken Sie es zuerst an John,o mándaselo antes a John,oppure mandalo prima a John
order-03-high,pre,"Abandoned order 3 HIGH value - +72h, expert plus 10% | hidden preheader - the inbox snippet",10%,"John can still go through this with you, and he has put 10% off on your basket.","John kan dit nog steeds met je doornemen, en hij heeft 10% korting op je mandje gezet.","John peut encore revoir tout ça avec vous, et il a mis 10% de remise sur votre panier.","John kann das noch mit Ihnen durchgehen, und er hat 10% Rabatt auf Ihren Warenkorb gelegt.","John todavía puede repasarlo contigo, y te ha puesto un 10% de descuento en la cesta.","John può ancora rivederlo con te, e ti ha messo il 10% di sconto sul carrello."
order-03-high,q0b,"Abandoned order 3 HIGH value - +72h, expert plus 10% | q0b",,"Reply to this email, or use the chat. Nothing about the order changes while you wait for an answer.","Antwoord op deze mail, of gebruik de chat. Er verandert niets aan de bestelling terwijl je op antwoord wacht.","Répondez à cet e-mail, ou passez par le chat. Rien ne change dans la commande pendant que vous attendez une réponse.","Antworten Sie auf diese E-Mail oder nutzen Sie den Chat. An der Bestellung ändert sich nichts, während Sie auf eine Antwort warten.",Responde a este correo o usa el chat. Nada del pedido cambia mientras esperas respuesta.,"Rispondi a questa email, oppure usa la chat. Nulla dell'ordine cambia mentre aspetti una risposta."
order-03-high,q0h,"Abandoned order 3 HIGH value - +72h, expert plus 10% | q0h",,A print expert can still go through it with you,Een printexpert kan het nog met je doornemen,Un expert en impression peut encore le revoir avec vous,Ein Druckexperte kann es noch mit Ihnen durchgehen,Un experto en impresión todavía puede repasarlo contigo,Un esperto di stampa può ancora rivederlo con te
order-03-high,q1b,"Abandoned order 3 HIGH value - +72h, expert plus 10% | q1b",,"The code comes off at the last step, so you see the final number before you commit to it.","De code gaat er bij de laatste stap af, zodat je het eindbedrag ziet voordat je je eraan vastlegt.","Le code s'applique à la dernière étape, vous voyez donc le montant final avant de vous engager.","Der Code wird im letzten Schritt abgezogen, so sehen Sie die Endsumme, bevor Sie sich festlegen.","El código se aplica en el último paso, así ves el importe final antes de comprometerte.","Il codice si applica all'ultimo passaggio, così vedi l'importo finale prima di impegnarti."
order-03-high,quick.0.b,"Abandoned order 3 HIGH value - +72h, expert plus 10% | quick.0.b",,"Reply to this email, or use the chat. Nothing about the order changes while you wait for an answer.","Antwoord op deze mail, of gebruik de chat. Er verandert niets aan de bestelling terwijl je op antwoord wacht.",Répondez à cet e-mail ou utilisez le chat. Rien ne change dans la commande pendant que vous attendez une réponse.,"Antworten Sie auf diese E-Mail oder nutzen Sie den Chat. An der Bestellung ändert sich nichts, während Sie auf Antwort warten.",Responde a este correo o usa el chat. Nada del pedido cambia mientras esperas respuesta.,Rispondi a questa email o usa la chat. Nulla dell'ordine cambia mentre aspetti una risposta.
order-03-high,quick.0.t,"Abandoned order 3 HIGH value - +72h, expert plus 10% | quick.0.t",,A print expert can still go through it with you,Een printexpert kan het nog steeds met je doornemen,Un expert peut encore le passer en revue avec vous,Ein Druckexperte kann es weiterhin mit Ihnen durchgehen,Un experto todavía puede repasarlo contigo,Un esperto può ancora vederlo con te
order-03-high,quick.1.b,"Abandoned order 3 HIGH value - +72h, expert plus 10% | quick.1.b",,"The code comes off at the last step, so you see the final number before you commit to it.","De code gaat er bij de laatste stap af, dus je ziet het eindbedrag voordat je je eraan vastlegt.",Le code s'applique à la dernière étape : vous voyez donc le montant final avant de vous engager.,"Der Code wird im letzten Schritt abgezogen, Sie sehen also den Endbetrag, bevor Sie sich festlegen.","El código se aplica en el último paso, así que ves la cifra final antes de comprometerte.","Il codice viene applicato all'ultimo passaggio, così vedi la cifra finale prima di impegnarti."
order-03-high,quick.1.t,"Abandoned order 3 HIGH value - +72h, expert plus 10% | quick.1.t",,Nothing is charged until you confirm,Er wordt niets afgeschreven tot je bevestigt,Rien n'est débité tant que vous n'avez pas confirmé,"Es wird nichts abgebucht, bis Sie bestätigen",No se cobra nada hasta que confirmes,Non viene addebitato nulla finché non confermi
order-03-high,sig,"Abandoned order 3 HIGH value - +72h, expert plus 10% | sig",,"John, print expert team","John, printexpert-team","John, équipe d'experts en impression","John, Druckexperten-Team","John, equipo de expertos en impresión","John, team esperti di stampa"
order-03-high,stuck_h,"Abandoned order 3 HIGH value - +72h, expert plus 10% | stuck_h",,Stuck on something?,Loop je ergens op vast?,Bloqué sur quelque chose ?,Irgendwo hängen geblieben?,¿Atascado en algo?,Bloccato su qualcosa?
order-03-high,sub,"Abandoned order 3 HIGH value - +72h, expert plus 10% | line under the headline",&rsquo;,An order this size is worth ten minutes of someone else&rsquo;s time before you pay for it.,Een bestelling van deze omvang is tien minuten van iemand anders waard voordat je ervoor betaalt.,Une commande de cette taille mérite dix minutes du temps de quelqu'un d'autre avant de payer.,"Eine Bestellung dieser Größe ist zehn Minuten von jemand anderem wert, bevor Sie dafür zahlen.",Un pedido de este tamaño merece diez minutos del tiempo de otra persona antes de pagarlo.,Un ordine di queste dimensioni vale dieci minuti del tempo di qualcun altro prima di pagarlo.
order-03-high,worth,"Abandoned order 3 HIGH value - +72h, expert plus 10% | worth",&middot; &nbsp;,Worth at least {amt} on this basket &middot; expires 72&nbsp;hours after this email,Minstens {amt} waard op dit mandje &middot; verloopt 72&nbsp;uur na deze mail,Vaut au moins {amt} sur ce panier &middot; expire 72&nbsp;heures après cet e-mail,Mindestens {amt} wert auf diesen Warenkorb &middot; läuft 72&nbsp;Stunden nach dieser E-Mail ab,Vale al menos {amt} en esta cesta &middot; caduca 72&nbsp;horas después de este correo,Vale almeno {amt} su questo carrello &middot; scade 72&nbsp;ore dopo questa email
order-03-low,bar,"Abandoned order 3 LOW value - +72h, 25% capped | bar",25%,25% off your basket,25% korting op je mandje,25% de remise sur votre panier,25% Rabatt auf Ihren Warenkorb,25% de descuento en tu cesta,25% di sconto sul tuo carrello
order-03-low,done_b,"Abandoned order 3 LOW value - +72h, 25% capped | done_b",,"If the timing is wrong, no harm done, and we will stop emailing you about it. Your basket stays where it is for whenever the job comes back around.","Als het moment niet klopt, geen probleem, dan stoppen we met mailen hierover. Je mandje blijft staan voor wanneer de klus terugkomt.","Si le moment n'est pas le bon, pas de souci, nous arrêterons de vous écrire à ce sujet. Votre panier reste en place pour quand le projet reviendra.","Wenn der Zeitpunkt nicht passt, kein Problem, dann hören wir damit auf. Ihr Warenkorb bleibt stehen, falls der Auftrag wiederkommt.","Si no es el momento, no pasa nada, dejaremos de escribirte sobre esto. Tu cesta se queda donde está para cuando el trabajo vuelva.","Se il momento non è quello giusto, nessun problema, smetteremo di scriverti. Il tuo carrello resta lì per quando il lavoro tornerà."
order-03-low,done_h,"Abandoned order 3 LOW value - +72h, 25% capped | done_h",,And that is us done,En daarmee zijn wij klaar,"Et voilà, c'est terminé de notre côté",Und damit sind wir durch,Y con esto terminamos,E con questo abbiamo finito
order-03-low,ends,"Abandoned order 3 LOW value - +72h, 25% capped | ends",&nbsp;,ends in 24&nbsp;hours,verloopt over 24&nbsp;uur,expire dans 24&nbsp;heures,läuft in 24&nbsp;Stunden ab,caduca en 24&nbsp;horas,scade tra 24&nbsp;ore
order-03-low,eyebrow,"Abandoned order 3 LOW value - +72h, 25% capped | small green line above the headline",,LAST CALL,LAATSTE KANS,DERNIER APPEL,LETZTER AUFRUF,ÚLTIMA LLAMADA,ULTIMA CHIAMATA
order-03-low,h1,"Abandoned order 3 LOW value - +72h, 25% capped | main headline",&nbsp; 25%,"25% off, for the next 24&nbsp;hours","25% korting, de komende 24&nbsp;uur","25% de remise, pendant les 24&nbsp;prochaines heures","25% Rabatt, für die nächsten 24&nbsp;Stunden","25% de descuento, durante las próximas 24&nbsp;horas","25% di sconto, per le prossime 24&nbsp;ore"
order-03-low,pre,"Abandoned order 3 LOW value - +72h, 25% capped | hidden preheader - the inbox snippet",25%,"25% off, and then we will leave your basket alone.","25% korting, en daarna laten we je mandje met rust.","25% de remise, et ensuite nous laisserons votre panier tranquille.","25% Rabatt, und danach lassen wir Ihren Warenkorb in Ruhe.","25% de descuento, y después dejaremos tu cesta en paz.","25% di sconto, e poi lasceremo in pace il tuo carrello."
order-03-low,q0b,"Abandoned order 3 LOW value - +72h, 25% capped | q0b",,"The code comes off at the last step, so you can look at the final number before you commit to it.","De code gaat er bij de laatste stap af, zodat je naar het eindbedrag kunt kijken voordat je je eraan vastlegt.","Le code s'applique à la dernière étape, vous pouvez donc regarder le montant final avant de vous engager.","Der Code wird im letzten Schritt abgezogen, so können Sie die Endsumme ansehen, bevor Sie sich festlegen.","El código se aplica en el último paso, así puedes ver el importe final antes de comprometerte.","Il codice si applica all'ultimo passaggio, così puoi vedere l'importo finale prima di impegnarti."
order-03-low,q1b,"Abandoned order 3 LOW value - +72h, 25% capped | q1b",,"Quantity, delivery date, artwork. Placing it now does not lock the details.","Aantal, leverdatum, ontwerp. Nu bestellen zet de details niet vast.","Quantité, date de livraison, visuel. Commander maintenant ne fige pas les détails.","Menge, Liefertermin, Druckdatei. Jetzt zu bestellen legt die Details nicht fest.","Cantidad, fecha de entrega, diseño. Pedir ahora no bloquea los detalles.","Quantità, data di consegna, file. Ordinare ora non blocca i dettagli."
order-03-low,q1h,"Abandoned order 3 LOW value - +72h, 25% capped | q1h",,Anything in the order can still change,Alles in de bestelling kan nog veranderen,Tout dans la commande peut encore changer,Alles an der Bestellung kann sich noch ändern,Todo en el pedido puede cambiar aún,Tutto nell'ordine può ancora cambiare
order-03-low,runs_out,"Abandoned order 3 LOW value - +72h, 25% capped | runs_out",&nbsp;,The code runs out in 24&nbsp;hours,De code verloopt over 24&nbsp;uur,Le code expire dans 24&nbsp;heures,Der Code läuft in 24&nbsp;Stunden ab,El código caduca en 24&nbsp;horas,Il codice scade tra 24&nbsp;ore
order-03-low,saving,"Abandoned order 3 LOW value - +72h, 25% capped | saving",,That is at least {amt} off.,Dat is minstens {amt} korting.,Cela fait au moins {amt} de remise.,Das sind mindestens {amt} Rabatt.,Eso son al menos {amt} de descuento.,Sono almeno {amt} di sconto.
order-03-low,sub,"Abandoned order 3 LOW value - +72h, 25% capped | line under the headline",,at checkout and save at least {amt}. This is the last email we will send about this basket.,bij het afrekenen en bespaar minstens {amt}. Dit is de laatste mail die we over dit mandje sturen.,au paiement et économisez au moins {amt}. C'est le dernier e-mail que nous enverrons à propos de ce panier.,"beim Checkout und sparen Sie mindestens {amt}. Das ist die letzte E-Mail, die wir zu diesem Warenkorb schicken.",en el pago y ahorra al menos {amt}. Este es el último correo que enviaremos sobre esta cesta.,al checkout e risparmia almeno {amt}. Questa è l'ultima email che manderemo su questo carrello.
order-03-low,terms,"Abandoned order 3 LOW value - +72h, 25% capped | terms",&euro; 25%,"25% off your basket, up to &euro;25 off. One use per customer, and it cannot be combined with another code.","25% korting op je mandje, tot &euro;25 korting. Eén keer per klant te gebruiken, en niet te combineren met een andere code.","25% de remise sur votre panier, jusqu'à &euro;25 de remise. Une utilisation par client, non cumulable avec un autre code.","25% Rabatt auf Ihren Warenkorb, bis zu &euro;25 Rabatt. Eine Verwendung pro Kunde, nicht mit einem anderen Code kombinierbar.","25% de descuento en tu cesta, hasta &euro;25 de descuento. Un uso por cliente, y no se puede combinar con otro código.","25% di sconto sul tuo carrello, fino a &euro;25 di sconto. Un utilizzo per cliente, non cumulabile con altri codici."
