scope,key,where,keep_exactly,en,nl,fr,de,es,it,en-US,sv
order-02-high,eyebrow,"Abandoned order 2 HIGH value - +24h, the print expert | small green line above the headline",,BEFORE YOU PAY,VOORDAT JE BETAALT,AVANT DE PAYER,BEVOR SIE ZAHLEN,ANTES DE PAGAR,PRIMA DI PAGARE,,
order-02-high,h1,"Abandoned order 2 HIGH value - +24h, the print expert | main headline",,Want a print expert to look at it first?,Wil je dat een printexpert er eerst naar kijkt?,Vous voulez qu'un expert y jette un œil d'abord ?,Soll ein Druckexperte erst draufschauen?,¿Quieres que lo mire antes un experto?,Vuoi che lo guardi prima un esperto?,,
order-02-high,inv_body,"Abandoned order 2 HIGH value - +24h, the print expert | inv_body",,"Plenty of our business customers pay on invoice rather than putting it on a card. If that is not switched on for your account yet, the team can look at it for you.","Veel van onze zakelijke klanten betalen op factuur in plaats van met een kaart. Staat dat nog niet aan voor jouw account, dan kan het team ernaar kijken.","Beaucoup de nos clients professionnels paient sur facture plutôt que par carte. Si ce n'est pas encore activé sur votre compte, l'équipe peut s'en occuper.","Viele unserer Geschäftskunden zahlen auf Rechnung statt per Karte. Ist das für Ihr Konto noch nicht freigeschaltet, kann das Team sich das ansehen.","Muchos de nuestros clientes de empresa pagan por factura en vez de con tarjeta. Si aún no lo tienes activado en tu cuenta, el equipo puede revisarlo.","Molti nostri clienti business pagano con fattura invece che con carta. Se non è ancora attivo sul tuo account, il team può occuparsene.",,
order-02-high,inv_h,"Abandoned order 2 HIGH value - +24h, the print expert | inv_h",,"Pay on invoice, not by card","Betalen op factuur, niet met een kaart","Payer sur facture, pas par carte","Auf Rechnung zahlen, nicht per Karte","Pagar por factura, no con tarjeta","Pagare con fattura, non con carta",,
order-02-high,or_b,"Abandoned order 2 HIGH value - +24h, the print expert | or_b",,"The basket is saved and nothing is charged until you confirm. If you would rather have a second pair of eyes on it first, say the word.","De winkelwagen is bewaard en er wordt niets afgeschreven totdat je bevestigt. Wil je er liever eerst iemand anders naar laten kijken, zeg het gerust.","Le panier est conservé et rien n'est débité tant que vous n'avez pas confirmé. Si vous préférez un deuxième avis d'abord, dites-le.","Der Warenkorb ist gespeichert und es wird nichts abgebucht, bis Sie bestätigen. Wenn Sie lieber erst ein zweites Paar Augen darauf hätten, sagen Sie Bescheid.","La cesta está guardada y no se cobra nada hasta que confirmes. Si prefieres que alguien más le eche un ojo antes, dilo.","Il carrello è salvato e non viene addebitato nulla finché non confermi. Se preferisci prima un secondo parere, basta dirlo.",,
order-02-high,or_h,"Abandoned order 2 HIGH value - +24h, the print expert | or_h",,Or just finish it,Of maak het gewoon af,Ou terminez simplement,Oder schließen Sie es einfach ab,O simplemente termínalo,Oppure completalo e basta,,
order-02-high,pre,"Abandoned order 2 HIGH value - +24h, the print expert | hidden preheader - the inbox snippet",,"A print expert can check the spec, confirm the date, and sort invoicing before you pay.","Een printexpert kan de specificatie nakijken, de datum bevestigen en de facturatie regelen voordat je betaalt.","Un expert peut vérifier les options, confirmer la date et régler la facturation avant que vous payiez.","Ein Druckexperte kann die Ausführung prüfen, den Termin bestätigen und die Rechnung klären, bevor Sie zahlen.","Un experto puede revisar las especificaciones, confirmar la fecha y resolver la facturación antes de que pagues.","Un esperto può controllare le specifiche, confermare la data e sistemare la fatturazione prima che tu paghi.",,
order-02-high,qty_body,"Abandoned order 2 HIGH value - +24h, the print expert | qty_body",,Print gets cheaper per unit as the run grows. On an order this size the next quantity break may cost less than what is in the basket now.,Drukwerk wordt per stuk goedkoper naarmate de oplage groeit. Bij een order van deze omvang kan de volgende staffel minder kosten dan wat er nu in je mandje ligt.,"L'impression coûte moins cher à l'unité quand le tirage augmente. Sur une commande de cette taille, le palier de quantité suivant peut coûter moins que ce qu'il y a dans le panier.","Druck wird pro Stück günstiger, je größer die Auflage. Bei einem Auftrag dieser Größe kann die nächste Staffel weniger kosten als das, was jetzt im Warenkorb liegt.","La impresión sale más barata por unidad cuanto mayor es la tirada. En un pedido de este tamaño, el siguiente tramo de cantidad puede costar menos que lo que hay ahora en la cesta.","La stampa costa meno al pezzo man mano che la tiratura cresce. Su un ordine di queste dimensioni, lo scaglione di quantità successivo può costare meno di quello che c'è ora nel carrello.",,
order-02-high,qty_h,"Abandoned order 2 HIGH value - +24h, the print expert | qty_h",,Tell you if the quantity is wrong,Je vertellen of het aantal niet klopt,Vous dire si la quantité ne va pas,"Ihnen sagen, wenn die Menge nicht stimmt",Decirte si la cantidad no cuadra,Dirti se la quantità non va,,
order-02-high,row.0.b,"Abandoned order 2 HIGH value - +24h, the print expert | row.0.b",,"Forty years in the graphic trade sits behind the desk. Not the artwork check, but whether the paper, size and finish are right for what it is actually for.","Achter het bureau zit veertig jaar ervaring in het grafische vak. Niet de bestandscontrole, maar of het papier, formaat en de afwerking kloppen voor waar het echt voor is.","Quarante ans de métier dans les arts graphiques sont derrière ce bureau. Pas la vérification du fichier, mais si le papier, le format et la finition conviennent à l'usage réel.","Hinter dem Schreibtisch stehen vierzig Jahre grafisches Gewerbe. Nicht der Dateicheck, sondern ob Papier, Format und Veredelung zum tatsächlichen Zweck passen.","Detrás de la mesa hay cuarenta años de oficio gráfico. No es la revisión del archivo, sino si el papel, el tamaño y el acabado encajan con su uso real.","Dietro la scrivania ci sono quarant'anni di mestiere grafico. Non il controllo del file, ma se carta, formato e finitura sono giusti per l'uso reale.",,
order-02-high,row.0.t,"Abandoned order 2 HIGH value - +24h, the print expert | row.0.t",,Check the spec suits the job,Nakijken of de specificatie past bij de klus,Vérifier que les options conviennent au travail,"Prüfen, ob die Ausführung zum Auftrag passt",Comprobar que las especificaciones encajan con el trabajo,Controllare che le specifiche siano adatte al lavoro,,
order-02-high,row.1.b,"Abandoned order 2 HIGH value - +24h, the print expert | row.1.b",,"Most products go out for next-day delivery where possible. If a date cannot be met you will be told plainly, rather than find out later.","De meeste producten gaan waar mogelijk de volgende dag de deur uit. Kan een datum niet gehaald worden, dan hoor je dat gewoon, in plaats van er later achter te komen.","La plupart des produits partent en livraison le lendemain quand c'est possible. Si une date ne peut pas être tenue, on vous le dit franchement plutôt que de vous laisser le découvrir.","Die meisten Produkte gehen wo möglich mit Lieferung am nächsten Tag raus. Wenn ein Termin nicht zu halten ist, sagen wir es Ihnen klar, statt dass Sie es später merken.","La mayoría de los productos salen con entrega al día siguiente cuando es posible. Si una fecha no puede cumplirse, te lo dicen claro en vez de que lo descubras después.","La maggior parte dei prodotti parte con consegna il giorno dopo quando è possibile. Se una data non si può rispettare te lo dicono chiaramente, invece di lasciartelo scoprire dopo.",,
order-02-high,row.1.t,"Abandoned order 2 HIGH value - +24h, the print expert | row.1.t",,Confirm the delivery date,De leverdatum bevestigen,Confirmer la date de livraison,Den Liefertermin bestätigen,Confirmar la fecha de entrega,Confermare la data di consegna,,
order-02-high,row.2.b,"Abandoned order 2 HIGH value - +24h, the print expert | row.2.b",,"Plenty of our business customers pay on invoice rather than putting it on a card. If that is not switched on for your account yet, the team can look at it for you.","Veel van onze zakelijke klanten betalen op factuur in plaats van met een kaart. Staat dat nog niet aan voor jouw account, dan kan het team ernaar kijken.","Beaucoup de nos clients professionnels paient sur facture plutôt que par carte. Si ce n'est pas encore activé sur votre compte, l'équipe peut s'en occuper.","Viele unserer Geschäftskunden zahlen auf Rechnung statt mit Karte. Wenn das für Ihr Konto noch nicht freigeschaltet ist, kann das Team sich darum kümmern.","Muchos de nuestros clientes de empresa pagan por factura en vez de con tarjeta. Si aún no está activado en tu cuenta, el equipo puede mirarlo.","Molti nostri clienti aziendali pagano su fattura invece che con carta. Se non è ancora attivo sul tuo account, il team può occuparsene.",,
order-02-high,row.2.t,"Abandoned order 2 HIGH value - +24h, the print expert | row.2.t",,"Pay on invoice, not by card","Betalen op factuur, niet met kaart","Payer sur facture, pas par carte",Auf Rechnung zahlen statt mit Karte,"Pagar por factura, no con tarjeta","Pagare su fattura, non con carta",,
order-02-high,row.3.b,"Abandoned order 2 HIGH value - +24h, the print expert | row.3.b",,Print gets cheaper per unit as the run grows. On an order this size the next quantity break may cost less than what is in the basket now.,Drukwerk wordt per stuk goedkoper naarmate de oplage groeit. Bij een bestelling van deze omvang kan het volgende aantal minder kosten dan wat er nu in de winkelwagen staat.,"L'impression coûte moins cher à l'unité quand le tirage augmente. Sur une commande de cette taille, le palier suivant peut coûter moins que ce qui est dans le panier.","Druck wird pro Stück günstiger, je größer die Auflage. Bei dieser Bestellgröße kann die nächste Mengenstufe weniger kosten als das, was jetzt im Warenkorb liegt.","La impresión sale más barata por unidad cuanto mayor es la tirada. En un pedido de este tamaño, el siguiente tramo puede costar menos que lo que hay ahora en la cesta.",La stampa costa meno a pezzo man mano che la tiratura cresce. Su un ordine di queste dimensioni lo scaglione successivo può costare meno di quello che c'è ora nel carrello.,,
order-02-high,row.3.t,"Abandoned order 2 HIGH value - +24h, the print expert | row.3.t",,Tell you if the quantity is wrong,Zeggen of het aantal niet klopt,Vous dire si la quantité ne colle pas,"Ihnen sagen, wenn die Menge nicht stimmt",Decirte si la cantidad no es la adecuada,Dirti se la quantità non è quella giusta,,
order-02-high,sect_h,"Abandoned order 2 HIGH value - +24h, the print expert | section heading",,What they will actually do,Wat zij concreet doen,Ce qu'ils font concrètement,Was sie konkret tun,Qué hacen exactamente,Cosa fanno concretamente,,
order-02-high,spec_body,"Abandoned order 2 HIGH value - +24h, the print expert | spec_body",,"Forty years in the graphic trade sits behind the desk. Not the artwork check, but whether the paper, size and finish are right for what it is actually for.","Achter het bureau zit veertig jaar ervaring in het grafische vak. Niet de bestandscontrole, maar de vraag of papier, formaat en afwerking kloppen voor waar het echt voor is.","Quarante ans de métier dans les arts graphiques sont assis derrière le bureau. Pas le contrôle du fichier, mais la question de savoir si le papier, le format et la finition conviennent à l'usage réel.","Hinter dem Schreibtisch sitzen vierzig Jahre grafisches Gewerbe. Nicht die Dateiprüfung, sondern die Frage, ob Papier, Format und Veredelung zum tatsächlichen Zweck passen.","Detrás de la mesa hay cuarenta años de oficio gráfico. No la revisión del archivo, sino si el papel, el tamaño y el acabado encajan con el uso real.","Dietro la scrivania ci sono quarant'anni di mestiere grafico. Non il controllo del file, ma se carta, formato e finitura sono giusti per l'uso reale.",,
order-02-high,spec_h,"Abandoned order 2 HIGH value - +24h, the print expert | spec_h",,Check the spec suits the job,Controleren of de specificatie bij de klus past,Vérifier que les specs conviennent au travail,"Prüfen, ob die Spezifikation zum Auftrag passt",Comprobar que las especificaciones encajan con el trabajo,Controllare che le specifiche siano adatte al lavoro,,
order-02-high,sub,"Abandoned order 2 HIGH value - +24h, the print expert | line under the headline",&rsquo;,"On an order this size, ten minutes of someone else&rsquo;s time is usually worth having.",Bij een bestelling van deze omvang is tien minuten van iemand anders meestal de moeite waard.,"Sur une commande de cette taille, dix minutes du temps de quelqu'un d'autre valent généralement la peine.",Bei einer Bestellung dieser Größe lohnen sich zehn Minuten von jemand anderem meistens.,"En un pedido de este tamaño, diez minutos del tiempo de otra persona suelen merecer la pena.","Su un ordine di queste dimensioni, dieci minuti del tempo di qualcun altro di solito valgono la pena.",,
order-02-low,bar,"Abandoned order 2 LOW value - +24h, 10% off | bar",10%,10% off your basket,10% korting op je mandje,10% de remise sur votre panier,10% Rabatt auf Ihren Warenkorb,10% de descuento en tu cesta,10% di sconto sul tuo carrello,,
order-02-low,ends,"Abandoned order 2 LOW value - +24h, 10% off | ends",,ends in 72 hours,verloopt over 72 uur,expire dans 72 heures,läuft in 72 Stunden ab,caduca en 72 horas,scade tra 72 ore,,
order-02-low,h1,"Abandoned order 2 LOW value - +24h, 10% off | main headline",10%,10% off the basket you saved,10% korting op het mandje dat je bewaarde,10% de remise sur le panier que vous avez laissé,10% Rabatt auf den gespeicherten Warenkorb,10% de descuento en la cesta que guardaste,10% di sconto sul carrello che hai salvato,,
order-02-low,ord.still_configured,"Abandoned order 2 LOW value - +24h, 10% off | ord.still_configured",,"Everything is still configured exactly as you left it, and the code runs for {h} hours.","Alles staat nog precies zoals je het achterliet, en de code is {h} uur geldig.","Tout est encore configuré exactement comme vous l'avez laissé, et le code est valable {h} heures.","Alles ist noch genau so konfiguriert, wie Sie es verlassen haben, und der Code gilt {h} Stunden.","Todo sigue configurado exactamente como lo dejaste, y el código es válido {h} horas.","Tutto è ancora configurato esattamente come l'hai lasciato, e il codice è valido {h} ore.",,
order-02-low,pre,"Abandoned order 2 LOW value - +24h, 10% off | hidden preheader - the inbox snippet",10%,10% off the basket you saved. The code comes off at checkout.,10% korting op het mandje dat je bewaarde. De code gaat er bij het afrekenen af.,10% de remise sur le panier que vous avez laissé. Le code s'applique au paiement.,10% Rabatt auf den gespeicherten Warenkorb. Der Code wird beim Checkout abgezogen.,10% de descuento en la cesta que guardaste. El código se aplica en el pago.,10% di sconto sul carrello che hai salvato. Il codice viene applicato al checkout.,,
order-02-low,q0b,"Abandoned order 2 LOW value - +24h, 10% off | q0b",,"The number on the page is where the product starts, not a minimum you are stuck with.","Het aantal op de pagina is waar het product begint, niet een minimum waar je aan vastzit.","Le chiffre sur la page est le point de départ du produit, pas un minimum imposé.","Die Zahl auf der Seite ist der Einstieg des Produkts, kein Mindestwert, an den Sie gebunden sind.","El número de la página es donde empieza el producto, no un mínimo al que estés atado.","Il numero sulla pagina è il punto di partenza del prodotto, non un minimo a cui sei vincolato.",,
order-02-low,q0h,"Abandoned order 2 LOW value - +24h, 10% off | q0h",,"Change the quantity, watch the price move",Pas het aantal aan en zie de prijs bewegen,"Changez la quantité, regardez le prix bouger",Ändern Sie die Menge und sehen Sie den Preis mitgehen,Cambia la cantidad y mira cómo se mueve el precio,Cambia la quantità e guarda il prezzo muoversi,,
order-02-low,q1b,"Abandoned order 2 LOW value - +24h, 10% off | q1b",,You do not need finished artwork to place it. Order first and upload when you are ready.,Je hebt geen afgerond ontwerp nodig om te bestellen. Bestel eerst en upload wanneer je zover bent.,Vous n'avez pas besoin d'un visuel finalisé pour commander. Commandez d'abord et envoyez le fichier quand vous êtes prêt.,"Sie brauchen keine fertige Datei, um zu bestellen. Bestellen Sie zuerst und laden Sie hoch, wenn Sie so weit sind.",No necesitas el diseño terminado para pedir. Pide primero y sube el archivo cuando estés listo.,Non ti serve un file finito per ordinare. Ordina prima e carica quando sei pronto.,,
order-02-low,q1h,"Abandoned order 2 LOW value - +24h, 10% off | q1h",,Send your file now or after you order,Stuur je bestand nu of na je bestelling,Envoyez votre fichier maintenant ou après la commande,Schicken Sie Ihre Datei jetzt oder nach der Bestellung,Envía tu archivo ahora o después de pedir,Manda il file ora o dopo l'ordine,,
order-02-low,q2b,"Abandoned order 2 LOW value - +24h, 10% off | q2b",,"The basket is saved either way, and the code applies at the last step.","Het mandje blijft hoe dan ook bewaard, en de code wordt bij de laatste stap toegepast.","Le panier est enregistré dans tous les cas, et le code s'applique à la dernière étape.","Der Warenkorb bleibt so oder so gespeichert, und der Code greift im letzten Schritt.","La cesta se guarda igualmente, y el código se aplica en el último paso.","Il carrello resta salvato comunque, e il codice si applica all'ultimo passaggio.",,
order-02-low,saving,"Abandoned order 2 LOW value - +24h, 10% off | saving",,That is at least {amt} off.,Dat is minstens {amt} korting.,Cela fait au moins {amt} de remise.,Das sind mindestens {amt} Rabatt.,Eso son al menos {amt} de descuento.,Sono almeno {amt} di sconto.,,
order-02-low,sub,"Abandoned order 2 LOW value - +24h, 10% off | line under the headline",,"at checkout and save at least {amt}. Everything is still configured exactly as you left it, and the code runs for 72 hours.","bij het afrekenen en bespaar minstens {amt}. Alles staat nog precies zoals je het achterliet, en de code is 72 uur geldig.","au paiement et économisez au moins {amt}. Tout est encore configuré exactement comme vous l'aviez laissé, et le code est valable 72 heures.","beim Checkout und sparen Sie mindestens {amt}. Alles ist noch genau so konfiguriert, wie Sie es verlassen haben, und der Code gilt 72 Stunden.","en el pago y ahorra al menos {amt}. Todo sigue configurado exactamente como lo dejaste, y el código dura 72 horas.","al checkout e risparmia almeno {amt}. È tutto ancora configurato esattamente come l'hai lasciato, e il codice vale 72 ore.",,
order-03-high,code_label,"Abandoned order 3 HIGH value - +72h, expert plus 10% | code_label",&rsquo;,JOHN&rsquo;S CODE FOR YOU,JOHNS CODE VOOR JOU,LE CODE DE JOHN POUR VOUS,JOHNS CODE FÜR SIE,EL CÓDIGO DE JOHN PARA TI,IL CODICE DI JOHN PER TE,,
order-03-high,done_h,"Abandoned order 3 HIGH value - +72h, expert plus 10% | done_h",,And that is us done,En hiermee zijn we klaar,"Et voilà, c'est tout de notre côté",Und damit sind wir durch,Y hasta aquí por nuestra parte,E con questo abbiamo finito,,
order-03-high,eyebrow,"Abandoned order 3 HIGH value - +72h, expert plus 10% | small green line above the headline",,LAST ONE FROM US,LAATSTE VAN ONS,LE DERNIER DE NOTRE PART,DIE LETZTE VON UNS,EL ÚLTIMO DE NUESTRA PARTE,L'ULTIMA DA PARTE NOSTRA,,
order-03-high,h1,"Abandoned order 3 HIGH value - +72h, expert plus 10% | main headline",&rsquo;,An order this size is worth ten minutes of someone else&rsquo;s time before you pay for it.,Een order van deze omvang is tien minuten van iemand anders zijn tijd waard voordat je ervoor betaalt.,Une commande de cette taille mérite dix minutes du temps de quelqu'un d'autre avant que vous ne la payiez.,"Ein Auftrag dieser Größe ist zehn Minuten der Zeit eines anderen wert, bevor Sie dafür zahlen.",Un pedido de este tamaño merece diez minutos del tiempo de otra persona antes de que lo pagues.,Un ordine di queste dimensioni vale dieci minuti del tempo di qualcun altro prima che tu lo paghi.,,
order-03-high,john_offer,"Abandoned order 3 HIGH value - +72h, expert plus 10% | john_offer",10%,"Send it over before you order and I will go through it. And to make the decision a bit easier, here is 10% off from me:","Stuur het door voordat je bestelt, dan neem ik het door. En om de keuze wat makkelijker te maken, hier is 10% korting van mij:","Envoyez-le-moi avant de commander et je le regarde. Et pour faciliter un peu la décision, voici 10% de remise de ma part :","Schicken Sie es mir vor der Bestellung und ich gehe es durch. Und damit die Entscheidung etwas leichter fällt, hier 10% Rabatt von mir:","Mándamelo antes de pedir y lo reviso. Y para que la decisión sea un poco más fácil, aquí tienes un 10% de descuento de mi parte:","Mandamelo prima di ordinare e lo controllo. E per rendere la decisione un po' più facile, ecco il 10% di sconto da parte mia:",,
order-03-high,john_quote,"Abandoned order 3 HIGH value - +72h, expert plus 10% | john_quote",,"I have specced print for over twenty years, and on orders around this size there is nearly always one detail worth a second look: a quantity that costs less at the next step up, a finish that will not survive the job, a date that is tighter than it needs to be.","Ik specificeer al ruim twintig jaar drukwerk, en bij orders rond deze omvang is er bijna altijd één detail dat een tweede blik verdient: een aantal dat bij de volgende staffel minder kost, een afwerking die de klus niet overleeft, een datum die krapper is dan nodig.","Je définis des travaux d'impression depuis plus de vingt ans, et sur des commandes de cet ordre il y a presque toujours un détail qui mérite un second regard : une quantité moins chère au palier suivant, une finition qui ne tiendra pas, une date plus serrée que nécessaire.","Ich kalkuliere seit über zwanzig Jahren Druckaufträge, und bei Aufträgen dieser Größenordnung gibt es fast immer ein Detail, das einen zweiten Blick verdient: eine Menge, die eine Staffel höher weniger kostet, eine Veredelung, die den Einsatz nicht übersteht, ein Termin, der enger ist als nötig.","Llevo más de veinte años definiendo trabajos de impresión, y en pedidos de este orden casi siempre hay un detalle que merece una segunda mirada: una cantidad que sale más barata en el siguiente tramo, un acabado que no aguantará el uso, una fecha más ajustada de lo necesario.","Definisco lavori di stampa da più di vent'anni, e su ordini di questo ordine di grandezza c'è quasi sempre un dettaglio che merita una seconda occhiata: una quantità che costa meno allo scaglione successivo, una finitura che non reggerà, una data più stretta del necessario.",,
order-03-high,last_note,"Abandoned order 3 HIGH value - +72h, expert plus 10% | last_note",,"This is the last email we will send about this basket. It stays saved for whenever the job comes back around, and the offer to look at it with you does not expire.","Dit is de laatste mail die we over dit mandje sturen. Het blijft bewaard voor wanneer de klus terugkomt, en het aanbod om er samen naar te kijken verloopt niet.","C'est le dernier e-mail que nous enverrons à propos de ce panier. Il reste enregistré pour quand le projet reviendra, et la proposition de le regarder avec vous n'expire pas.","Das ist die letzte E-Mail, die wir zu diesem Warenkorb schicken. Er bleibt gespeichert, falls der Auftrag wiederkommt, und das Angebot, ihn mit Ihnen durchzugehen, läuft nicht ab.","Este es el último correo que enviaremos sobre esta cesta. Se queda guardada para cuando el trabajo vuelva, y la oferta de revisarla contigo no caduca.","Questa è l'ultima email che manderemo su questo carrello. Resta salvato per quando il lavoro tornerà, e l'offerta di guardarlo insieme non scade.",,
order-03-high,letter,"Abandoned order 3 HIGH value - +72h, expert plus 10% | letter",10%,"Send it over before you order and I will go through it. And to make the decision a bit easier, here is 10% off from me:","Stuur het door voordat je bestelt, dan neem ik het door. En om de keuze wat makkelijker te maken, hier is 10% korting van mij:","Envoyez-le-moi avant de commander et je le passerai en revue. Et pour vous faciliter la décision, voici 10% de ma part :","Schicken Sie es mir vor der Bestellung, dann gehe ich es durch. Und damit die Entscheidung leichter fällt, hier sind 10% von mir:","Envíamelo antes de pedir y lo repaso. Y para que la decisión sea más fácil, aquí tienes un 10% de mi parte:","Mandamelo prima di ordinare e lo guardo io. E per rendere la decisione più facile, ecco il 10% da parte mia:",,
order-03-high,or_john,"Abandoned order 3 HIGH value - +72h, expert plus 10% | or_john",,or send it to John first,of stuur het eerst naar John,ou envoyez-le d'abord à John,oder schicken Sie es zuerst an John,o mándaselo antes a John,oppure mandalo prima a John,,
order-03-high,ord.expires_after,"Abandoned order 3 HIGH value - +72h, expert plus 10% | ord.expires_after",,expires {h} hours after this email,verloopt {h} uur na deze e-mail,expire {h} heures après cet e-mail,läuft {h} Stunden nach dieser E-Mail ab,caduca {h} horas después de este correo,scade {h} ore dopo questa email,,
order-03-high,pre,"Abandoned order 3 HIGH value - +72h, expert plus 10% | hidden preheader - the inbox snippet",10%,"John can still go through this with you, and he has put 10% off on your basket.","John kan dit nog steeds met je doornemen, en hij heeft 10% korting op je mandje gezet.","John peut encore revoir tout ça avec vous, et il a mis 10% de remise sur votre panier.","John kann das noch mit Ihnen durchgehen, und er hat 10% Rabatt auf Ihren Warenkorb gelegt.","John todavía puede repasarlo contigo, y te ha puesto un 10% de descuento en la cesta.","John può ancora rivederlo con te, e ti ha messo il 10% di sconto sul carrello.",,
order-03-high,q0b,"Abandoned order 3 HIGH value - +72h, expert plus 10% | q0b",,"Reply to this email, or use the chat. Nothing about the order changes while you wait for an answer.","Antwoord op deze mail, of gebruik de chat. Er verandert niets aan de bestelling terwijl je op antwoord wacht.","Répondez à cet e-mail, ou passez par le chat. Rien ne change dans la commande pendant que vous attendez une réponse.","Antworten Sie auf diese E-Mail oder nutzen Sie den Chat. An der Bestellung ändert sich nichts, während Sie auf eine Antwort warten.",Responde a este correo o usa el chat. Nada del pedido cambia mientras esperas respuesta.,"Rispondi a questa email, oppure usa la chat. Nulla dell'ordine cambia mentre aspetti una risposta.",,
order-03-high,q0h,"Abandoned order 3 HIGH value - +72h, expert plus 10% | q0h",,A print expert can still go through it with you,Een printexpert kan het nog met je doornemen,Un expert en impression peut encore le revoir avec vous,Ein Druckexperte kann es noch mit Ihnen durchgehen,Un experto en impresión todavía puede repasarlo contigo,Un esperto di stampa può ancora rivederlo con te,,
order-03-high,q1b,"Abandoned order 3 HIGH value - +72h, expert plus 10% | q1b",,"The code comes off at the last step, so you see the final number before you commit to it.","De code gaat er bij de laatste stap af, zodat je het eindbedrag ziet voordat je je eraan vastlegt.","Le code s'applique à la dernière étape, vous voyez donc le montant final avant de vous engager.","Der Code wird im letzten Schritt abgezogen, so sehen Sie die Endsumme, bevor Sie sich festlegen.","El código se aplica en el último paso, así ves el importe final antes de comprometerte.","Il codice si applica all'ultimo passaggio, così vedi l'importo finale prima di impegnarti.",,
order-03-high,quick.0.b,"Abandoned order 3 HIGH value - +72h, expert plus 10% | quick.0.b",,"Reply to this email, or use the chat. Nothing about the order changes while you wait for an answer.","Antwoord op deze mail, of gebruik de chat. Er verandert niets aan de bestelling terwijl je op antwoord wacht.",Répondez à cet e-mail ou utilisez le chat. Rien ne change dans la commande pendant que vous attendez une réponse.,"Antworten Sie auf diese E-Mail oder nutzen Sie den Chat. An der Bestellung ändert sich nichts, während Sie auf Antwort warten.",Responde a este correo o usa el chat. Nada del pedido cambia mientras esperas respuesta.,Rispondi a questa email o usa la chat. Nulla dell'ordine cambia mentre aspetti una risposta.,,
order-03-high,quick.0.t,"Abandoned order 3 HIGH value - +72h, expert plus 10% | quick.0.t",,A print expert can still go through it with you,Een printexpert kan het nog steeds met je doornemen,Un expert peut encore le passer en revue avec vous,Ein Druckexperte kann es weiterhin mit Ihnen durchgehen,Un experto todavía puede repasarlo contigo,Un esperto può ancora vederlo con te,,
order-03-high,quick.1.b,"Abandoned order 3 HIGH value - +72h, expert plus 10% | quick.1.b",,"The code comes off at the last step, so you see the final number before you commit to it.","De code gaat er bij de laatste stap af, dus je ziet het eindbedrag voordat je je eraan vastlegt.",Le code s'applique à la dernière étape : vous voyez donc le montant final avant de vous engager.,"Der Code wird im letzten Schritt abgezogen, Sie sehen also den Endbetrag, bevor Sie sich festlegen.","El código se aplica en el último paso, así que ves la cifra final antes de comprometerte.","Il codice viene applicato all'ultimo passaggio, così vedi la cifra finale prima di impegnarti.",,
order-03-high,quick.1.t,"Abandoned order 3 HIGH value - +72h, expert plus 10% | quick.1.t",,Nothing is charged until you confirm,Er wordt niets afgeschreven tot je bevestigt,Rien n'est débité tant que vous n'avez pas confirmé,"Es wird nichts abgebucht, bis Sie bestätigen",No se cobra nada hasta que confirmes,Non viene addebitato nulla finché non confermi,,
order-03-high,sig,"Abandoned order 3 HIGH value - +72h, expert plus 10% | sig",,"John, print expert team","John, printexpert-team","John, équipe d'experts en impression","John, Druckexperten-Team","John, equipo de expertos en impresión","John, team esperti di stampa",,
order-03-high,stuck_h,"Abandoned order 3 HIGH value - +72h, expert plus 10% | stuck_h",,Stuck on something?,Loop je ergens op vast?,Bloqué sur quelque chose ?,Irgendwo hängen geblieben?,¿Atascado en algo?,Bloccato su qualcosa?,,
order-03-high,sub,"Abandoned order 3 HIGH value - +72h, expert plus 10% | line under the headline",&rsquo;,An order this size is worth ten minutes of someone else&rsquo;s time before you pay for it.,Een bestelling van deze omvang is tien minuten van iemand anders waard voordat je ervoor betaalt.,Une commande de cette taille mérite dix minutes du temps de quelqu'un d'autre avant de payer.,"Eine Bestellung dieser Größe ist zehn Minuten von jemand anderem wert, bevor Sie dafür zahlen.",Un pedido de este tamaño merece diez minutos del tiempo de otra persona antes de pagarlo.,Un ordine di queste dimensioni vale dieci minuti del tempo di qualcun altro prima di pagarlo.,,
order-03-high,worth,"Abandoned order 3 HIGH value - +72h, expert plus 10% | worth",&middot; &nbsp;,Worth at least {amt} on this basket &middot; expires 72&nbsp;hours after this email,Minstens {amt} waard op dit mandje &middot; verloopt 72&nbsp;uur na deze mail,Vaut au moins {amt} sur ce panier &middot; expire 72&nbsp;heures après cet e-mail,Mindestens {amt} wert auf diesen Warenkorb &middot; läuft 72&nbsp;Stunden nach dieser E-Mail ab,Vale al menos {amt} en esta cesta &middot; caduca 72&nbsp;horas después de este correo,Vale almeno {amt} su questo carrello &middot; scade 72&nbsp;ore dopo questa email,,
order-03-low,bar,"Abandoned order 3 LOW value - +72h, 25% capped | bar",25%,25% off your basket,25% korting op je mandje,25% de remise sur votre panier,25% Rabatt auf Ihren Warenkorb,25% de descuento en tu cesta,25% di sconto sul tuo carrello,,
